"datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","yearMonth"
"2012-11-01 00:00:00",4,0,1,1,14.76,18.18,57,6.0032,60,"2012-11"
"2012-11-01 01:00:00",4,0,1,1,12.3,15.91,75,7.0015,30,"2012-11"
"2012-11-01 02:00:00",4,0,1,1,13.12,16.665,66,8.9981,20,"2012-11"
"2012-11-01 03:00:00",4,0,1,1,13.94,16.665,61,8.9981,15,"2012-11"
"2012-11-01 04:00:00",4,0,1,2,13.94,17.425,66,7.0015,10,"2012-11"
"2012-11-01 05:00:00",4,0,1,1,13.94,16.665,66,8.9981,40,"2012-11"
"2012-11-01 06:00:00",4,0,1,1,13.94,16.665,61,11.0014,148,"2012-11"
"2012-11-01 07:00:00",4,0,1,2,14.76,17.425,57,11.0014,420,"2012-11"
"2012-11-01 08:00:00",4,0,1,2,14.76,18.94,56,7.0015,680,"2012-11"
"2012-11-01 09:00:00",4,0,1,3,14.76,18.18,57,7.0015,331,"2012-11"
"2012-11-01 10:00:00",4,0,1,3,14.76,17.425,62,12.998,146,"2012-11"
"2012-11-01 11:00:00",4,0,1,3,14.76,17.425,62,12.998,170,"2012-11"
"2012-11-01 12:00:00",4,0,1,3,15.58,19.695,62,11.0014,221,"2012-11"
"2012-11-01 13:00:00",4,0,1,2,16.4,20.455,58,11.0014,248,"2012-11"
"2012-11-01 14:00:00",4,0,1,2,16.4,20.455,50,15.0013,185,"2012-11"
"2012-11-01 15:00:00",4,0,1,2,16.4,20.455,54,11.0014,214,"2012-11"
"2012-11-01 16:00:00",4,0,1,2,16.4,20.455,54,11.0014,344,"2012-11"
"2012-11-01 17:00:00",4,0,1,3,16.4,20.455,50,15.0013,689,"2012-11"
"2012-11-01 18:00:00",4,0,1,2,16.4,20.455,50,11.0014,678,"2012-11"
"2012-11-01 19:00:00",4,0,1,2,16.4,20.455,50,11.0014,452,"2012-11"
"2012-11-01 20:00:00",4,0,1,2,15.58,19.695,54,16.9979,296,"2012-11"
"2012-11-01 21:00:00",4,0,1,2,15.58,19.695,54,8.9981,267,"2012-11"
"2012-11-01 22:00:00",4,0,1,1,14.76,17.425,57,11.0014,202,"2012-11"
"2012-11-01 23:00:00",4,0,1,1,13.94,16.665,57,11.0014,120,"2012-11"
"2012-11-02 00:00:00",4,0,1,1,13.94,16.665,57,11.0014,50,"2012-11"
"2012-11-02 01:00:00",4,0,1,1,13.12,15.91,66,11.0014,24,"2012-11"
"2012-11-02 02:00:00",4,0,1,1,13.12,15.91,66,11.0014,10,"2012-11"
"2012-11-02 03:00:00",4,0,1,1,12.3,15.15,70,11.0014,3,"2012-11"
"2012-11-02 04:00:00",4,0,1,1,12.3,15.91,70,7.0015,7,"2012-11"
"2012-11-02 05:00:00",4,0,1,2,13.12,15.91,66,11.0014,26,"2012-11"
"2012-11-02 06:00:00",4,0,1,1,12.3,15.15,70,11.0014,122,"2012-11"
"2012-11-02 07:00:00",4,0,1,2,12.3,15.15,70,8.9981,357,"2012-11"
"2012-11-02 08:00:00",4,0,1,1,13.12,16.665,57,7.0015,687,"2012-11"
"2012-11-02 09:00:00",4,0,1,1,13.94,17.425,53,7.0015,382,"2012-11"
"2012-11-02 10:00:00",4,0,1,1,15.58,19.695,46,19.9995,204,"2012-11"
"2012-11-02 11:00:00",4,0,1,1,17.22,21.21,41,27.9993,221,"2012-11"
"2012-11-02 12:00:00",4,0,1,1,17.22,21.21,41,23.9994,292,"2012-11"
"2012-11-02 13:00:00",4,0,1,1,16.4,20.455,43,23.9994,294,"2012-11"
"2012-11-02 14:00:00",4,0,1,2,16.4,20.455,40,32.9975,262,"2012-11"
"2012-11-02 15:00:00",4,0,1,2,16.4,20.455,40,27.9993,306,"2012-11"
"2012-11-02 16:00:00",4,0,1,1,15.58,19.695,40,22.0028,421,"2012-11"
"2012-11-02 17:00:00",4,0,1,1,15.58,19.695,40,22.0028,638,"2012-11"
"2012-11-02 18:00:00",4,0,1,2,15.58,19.695,43,22.0028,522,"2012-11"
"2012-11-02 19:00:00",4,0,1,2,15.58,19.695,43,19.9995,374,"2012-11"
"2012-11-02 20:00:00",4,0,1,2,14.76,16.665,46,27.9993,221,"2012-11"
"2012-11-02 21:00:00",4,0,1,2,14.76,16.665,46,23.9994,156,"2012-11"
"2012-11-02 22:00:00",4,0,1,1,14.76,16.665,46,16.9979,149,"2012-11"
"2012-11-02 23:00:00",4,0,1,1,13.94,15.15,53,19.9995,119,"2012-11"
"2012-11-03 00:00:00",4,0,0,1,13.94,16.665,53,11.0014,108,"2012-11"
"2012-11-03 01:00:00",4,0,0,2,13.94,15.15,49,22.0028,89,"2012-11"
"2012-11-03 02:00:00",4,0,0,2,13.94,15.91,49,16.9979,46,"2012-11"
"2012-11-03 03:00:00",4,0,0,2,13.94,15.91,49,16.9979,28,"2012-11"
"2012-11-03 04:00:00",4,0,0,2,13.12,15.15,49,19.9995,16,"2012-11"
"2012-11-03 05:00:00",4,0,0,2,13.12,15.15,49,16.9979,9,"2012-11"
"2012-11-03 06:00:00",4,0,0,2,13.12,15.91,49,12.998,21,"2012-11"
"2012-11-03 07:00:00",4,0,0,2,13.12,15.15,49,16.9979,59,"2012-11"
"2012-11-03 08:00:00",4,0,0,2,13.94,15.15,46,19.9995,142,"2012-11"
"2012-11-03 09:00:00",4,0,0,2,13.94,15.15,49,19.9995,219,"2012-11"
"2012-11-03 10:00:00",4,0,0,1,14.76,16.665,46,26.0027,328,"2012-11"
"2012-11-03 11:00:00",4,0,0,2,14.76,16.665,46,26.0027,340,"2012-11"
"2012-11-03 12:00:00",4,0,0,2,14.76,15.91,46,31.0009,394,"2012-11"
"2012-11-03 13:00:00",4,0,0,2,14.76,16.665,46,23.9994,449,"2012-11"
"2012-11-03 14:00:00",4,0,0,2,14.76,16.665,50,22.0028,455,"2012-11"
"2012-11-03 15:00:00",4,0,0,2,14.76,15.91,46,30.0026,448,"2012-11"
"2012-11-03 16:00:00",4,0,0,2,14.76,16.665,46,22.0028,400,"2012-11"
"2012-11-03 17:00:00",4,0,0,2,14.76,16.665,46,19.9995,410,"2012-11"
"2012-11-03 18:00:00",4,0,0,2,14.76,16.665,46,19.0012,297,"2012-11"
"2012-11-03 19:00:00",4,0,0,1,14.76,17.425,50,11.0014,239,"2012-11"
"2012-11-03 20:00:00",4,0,0,1,13.94,16.665,53,8.9981,181,"2012-11"
"2012-11-03 21:00:00",4,0,0,1,13.94,17.425,53,7.0015,166,"2012-11"
"2012-11-03 22:00:00",4,0,0,1,13.12,16.665,57,7.0015,146,"2012-11"
"2012-11-03 23:00:00",4,0,0,1,13.12,16.665,57,7.0015,148,"2012-11"
"2012-11-04 00:00:00",4,0,0,1,12.3,15.91,61,7.0015,102,"2012-11"
"2012-11-04 01:00:00",4,0,0,1,10.66,14.395,81,6.0032,165,"2012-11"
"2012-11-04 02:00:00",4,0,0,1,12.3,16.665,65,0,37,"2012-11"
"2012-11-04 03:00:00",4,0,0,1,11.48,14.395,61,7.0015,11,"2012-11"
"2012-11-04 04:00:00",4,0,0,1,10.66,13.635,65,8.9981,9,"2012-11"
"2012-11-04 05:00:00",4,0,0,1,10.66,13.635,65,7.0015,5,"2012-11"
"2012-11-04 06:00:00",4,0,0,1,11.48,14.395,61,8.9981,16,"2012-11"
"2012-11-04 07:00:00",4,0,0,1,10.66,13.635,65,7.0015,50,"2012-11"
"2012-11-04 08:00:00",4,0,0,1,12.3,15.15,56,8.9981,149,"2012-11"
"2012-11-04 09:00:00",4,0,0,1,13.12,16.665,53,0,217,"2012-11"
"2012-11-04 10:00:00",4,0,0,1,13.94,16.665,49,12.998,360,"2012-11"
"2012-11-04 11:00:00",4,0,0,1,15.58,19.695,46,15.0013,445,"2012-11"
"2012-11-04 12:00:00",4,0,0,1,15.58,19.695,46,15.0013,504,"2012-11"
"2012-11-04 13:00:00",4,0,0,1,16.4,20.455,43,15.0013,493,"2012-11"
"2012-11-04 14:00:00",4,0,0,1,16.4,20.455,40,12.998,509,"2012-11"
"2012-11-04 15:00:00",4,0,0,1,16.4,20.455,40,15.0013,449,"2012-11"
"2012-11-04 16:00:00",4,0,0,1,16.4,20.455,40,22.0028,435,"2012-11"
"2012-11-04 17:00:00",4,0,0,1,14.76,17.425,43,12.998,327,"2012-11"
"2012-11-04 18:00:00",4,0,0,1,14.76,17.425,43,15.0013,237,"2012-11"
"2012-11-04 19:00:00",4,0,0,1,14.76,16.665,43,16.9979,227,"2012-11"
"2012-11-04 20:00:00",4,0,0,1,13.12,14.395,53,23.9994,141,"2012-11"
"2012-11-04 21:00:00",4,0,0,1,12.3,13.635,52,19.9995,87,"2012-11"
"2012-11-04 22:00:00",4,0,0,1,12.3,14.395,52,19.0012,79,"2012-11"
"2012-11-04 23:00:00",4,0,0,2,12.3,15.15,56,11.0014,53,"2012-11"
"2012-11-05 00:00:00",4,0,1,2,12.3,14.395,56,12.998,23,"2012-11"
"2012-11-05 01:00:00",4,0,1,2,12.3,15.15,56,11.0014,8,"2012-11"
"2012-11-05 02:00:00",4,0,1,2,12.3,15.15,56,11.0014,6,"2012-11"
"2012-11-05 03:00:00",4,0,1,2,12.3,14.395,56,15.0013,4,"2012-11"
"2012-11-05 04:00:00",4,0,1,2,12.3,14.395,52,16.9979,16,"2012-11"
"2012-11-05 05:00:00",4,0,1,2,12.3,13.635,52,22.0028,39,"2012-11"
"2012-11-05 06:00:00",4,0,1,2,12.3,14.395,49,19.0012,139,"2012-11"
"2012-11-05 07:00:00",4,0,1,2,12.3,14.395,49,16.9979,461,"2012-11"
"2012-11-05 08:00:00",4,0,1,2,12.3,14.395,49,15.0013,648,"2012-11"
"2012-11-05 09:00:00",4,0,1,2,12.3,14.395,52,19.0012,257,"2012-11"
"2012-11-05 10:00:00",4,0,1,1,13.12,15.15,49,19.0012,142,"2012-11"
"2012-11-05 11:00:00",4,0,1,1,13.94,15.91,46,15.0013,150,"2012-11"
"2012-11-05 12:00:00",4,0,1,1,14.76,16.665,43,22.0028,244,"2012-11"
"2012-11-05 13:00:00",4,0,1,1,14.76,16.665,40,16.9979,222,"2012-11"
"2012-11-05 14:00:00",4,0,1,1,15.58,19.695,40,11.0014,196,"2012-11"
"2012-11-05 15:00:00",4,0,1,1,15.58,19.695,40,19.0012,231,"2012-11"
"2012-11-05 16:00:00",4,0,1,1,14.76,16.665,43,19.0012,360,"2012-11"
"2012-11-05 17:00:00",4,0,1,1,13.94,15.91,46,15.0013,638,"2012-11"
"2012-11-05 18:00:00",4,0,1,1,13.94,15.91,46,15.0013,542,"2012-11"
"2012-11-05 19:00:00",4,0,1,1,13.12,15.91,49,11.0014,372,"2012-11"
"2012-11-05 20:00:00",4,0,1,1,13.12,15.15,49,16.9979,241,"2012-11"
"2012-11-05 21:00:00",4,0,1,1,12.3,14.395,52,19.0012,152,"2012-11"
"2012-11-05 22:00:00",4,0,1,1,11.48,13.635,56,12.998,115,"2012-11"
"2012-11-05 23:00:00",4,0,1,1,10.66,13.635,60,8.9981,53,"2012-11"
"2012-11-06 00:00:00",4,0,1,1,9.84,12.88,60,7.0015,19,"2012-11"
"2012-11-06 01:00:00",4,0,1,1,9.84,12.12,60,11.0014,8,"2012-11"
"2012-11-06 02:00:00",4,0,1,1,9.84,12.88,65,6.0032,2,"2012-11"
"2012-11-06 03:00:00",4,0,1,1,9.02,12.12,64,7.0015,4,"2012-11"
"2012-11-06 04:00:00",4,0,1,1,9.02,12.88,69,6.0032,7,"2012-11"
"2012-11-06 05:00:00",4,0,1,2,9.02,11.365,64,12.998,41,"2012-11"
"2012-11-06 06:00:00",4,0,1,1,9.02,11.365,69,8.9981,149,"2012-11"
"2012-11-06 07:00:00",4,0,1,1,8.2,10.605,69,11.0014,387,"2012-11"
"2012-11-06 08:00:00",4,0,1,1,9.02,11.365,69,11.0014,588,"2012-11"
"2012-11-06 09:00:00",4,0,1,1,10.66,12.88,60,11.0014,363,"2012-11"
"2012-11-06 10:00:00",4,0,1,1,12.3,14.395,49,12.998,230,"2012-11"
"2012-11-06 11:00:00",4,0,1,1,13.12,16.665,45,8.9981,216,"2012-11"
"2012-11-06 12:00:00",4,0,1,1,13.12,16.665,45,8.9981,248,"2012-11"
"2012-11-06 13:00:00",4,0,1,1,13.94,16.665,46,8.9981,278,"2012-11"
"2012-11-06 14:00:00",4,0,1,1,14.76,18.18,40,7.0015,240,"2012-11"
"2012-11-06 15:00:00",4,0,1,1,13.94,15.91,46,16.9979,272,"2012-11"
"2012-11-06 16:00:00",4,0,1,1,13.94,16.665,46,11.0014,402,"2012-11"
"2012-11-06 17:00:00",4,0,1,1,13.12,15.15,53,15.0013,627,"2012-11"
"2012-11-06 18:00:00",4,0,1,1,13.12,15.15,57,19.9995,497,"2012-11"
"2012-11-06 19:00:00",4,0,1,1,12.3,14.395,56,15.0013,371,"2012-11"
"2012-11-06 20:00:00",4,0,1,1,12.3,14.395,61,15.0013,228,"2012-11"
"2012-11-06 21:00:00",4,0,1,2,12.3,14.395,56,16.9979,151,"2012-11"
"2012-11-06 22:00:00",4,0,1,2,12.3,14.395,56,15.0013,153,"2012-11"
"2012-11-06 23:00:00",4,0,1,1,12.3,14.395,56,15.0013,205,"2012-11"
"2012-11-07 00:00:00",4,0,1,2,12.3,14.395,56,19.0012,283,"2012-11"
"2012-11-07 01:00:00",4,0,1,2,11.48,13.635,61,16.9979,92,"2012-11"
"2012-11-07 02:00:00",4,0,1,2,11.48,12.88,56,19.9995,74,"2012-11"
"2012-11-07 03:00:00",4,0,1,2,11.48,12.88,52,22.0028,11,"2012-11"
"2012-11-07 04:00:00",4,0,1,2,11.48,12.88,52,19.9995,9,"2012-11"
"2012-11-07 05:00:00",4,0,1,2,11.48,12.88,52,22.0028,27,"2012-11"
"2012-11-07 06:00:00",4,0,1,2,10.66,12.12,56,19.0012,118,"2012-11"
"2012-11-07 07:00:00",4,0,1,2,10.66,11.365,56,19.9995,319,"2012-11"
"2012-11-07 08:00:00",4,0,1,2,10.66,12.12,60,19.0012,601,"2012-11"
"2012-11-07 09:00:00",4,0,1,2,10.66,12.12,60,19.0012,368,"2012-11"
"2012-11-07 10:00:00",4,0,1,2,11.48,12.88,56,19.9995,178,"2012-11"
"2012-11-07 11:00:00",4,0,1,2,13.12,14.395,51,23.9994,147,"2012-11"
"2012-11-07 12:00:00",4,0,1,2,13.12,15.15,53,19.0012,212,"2012-11"
"2012-11-07 13:00:00",4,0,1,2,13.12,15.15,53,16.9979,181,"2012-11"
"2012-11-07 14:00:00",4,0,1,2,13.12,14.395,53,23.9994,161,"2012-11"
"2012-11-07 15:00:00",4,0,1,2,13.12,15.15,53,19.9995,198,"2012-11"
"2012-11-07 16:00:00",4,0,1,2,13.12,14.395,53,23.9994,273,"2012-11"
"2012-11-07 17:00:00",4,0,1,2,13.12,14.395,53,26.0027,517,"2012-11"
"2012-11-07 18:00:00",4,0,1,2,13.12,14.395,53,23.9994,465,"2012-11"
"2012-11-07 19:00:00",4,0,1,2,12.3,13.635,56,19.9995,319,"2012-11"
"2012-11-07 20:00:00",4,0,1,2,13.12,15.15,49,22.0028,256,"2012-11"
"2012-11-07 21:00:00",4,0,1,2,13.12,15.15,49,19.9995,126,"2012-11"
"2012-11-07 22:00:00",4,0,1,3,12.3,14.395,56,16.9979,60,"2012-11"
"2012-11-07 23:00:00",4,0,1,3,11.48,13.635,65,15.0013,40,"2012-11"
"2012-11-08 00:00:00",4,0,1,3,11.48,13.635,61,15.0013,15,"2012-11"
"2012-11-08 01:00:00",4,0,1,3,12.3,13.635,52,23.9994,12,"2012-11"
"2012-11-08 02:00:00",4,0,1,2,12.3,14.395,49,15.0013,6,"2012-11"
"2012-11-08 04:00:00",4,0,1,2,12.3,14.395,45,19.0012,10,"2012-11"
"2012-11-08 05:00:00",4,0,1,2,12.3,14.395,42,15.0013,35,"2012-11"
"2012-11-08 06:00:00",4,0,1,1,12.3,14.395,39,15.0013,124,"2012-11"
"2012-11-08 07:00:00",4,0,1,1,11.48,12.88,36,26.0027,423,"2012-11"
"2012-11-08 08:00:00",4,0,1,1,12.3,14.395,33,19.0012,668,"2012-11"
"2012-11-08 09:00:00",4,0,1,1,13.12,14.395,31,23.9994,275,"2012-11"
"2012-11-08 10:00:00",4,0,1,1,13.12,15.15,31,22.0028,161,"2012-11"
"2012-11-08 11:00:00",4,0,1,1,14.76,16.665,29,26.0027,171,"2012-11"
"2012-11-08 12:00:00",4,0,1,1,16.4,20.455,24,32.9975,235,"2012-11"
"2012-11-08 13:00:00",4,0,1,1,18.04,21.97,18,27.9993,228,"2012-11"
"2012-11-08 14:00:00",4,0,1,1,18.04,21.97,18,27.9993,182,"2012-11"
"2012-11-08 15:00:00",4,0,1,1,18.04,21.97,18,27.9993,233,"2012-11"
"2012-11-08 16:00:00",4,0,1,1,17.22,21.21,16,26.0027,339,"2012-11"
"2012-11-08 17:00:00",4,0,1,1,16.4,20.455,20,19.9995,592,"2012-11"
"2012-11-08 18:00:00",4,0,1,1,16.4,20.455,24,27.9993,507,"2012-11"
"2012-11-08 19:00:00",4,0,1,1,15.58,19.695,27,23.9994,373,"2012-11"
"2012-11-08 20:00:00",4,0,1,1,15.58,19.695,29,31.0009,245,"2012-11"
"2012-11-08 21:00:00",4,0,1,1,14.76,16.665,37,26.0027,233,"2012-11"
"2012-11-08 22:00:00",4,0,1,1,13.94,15.15,42,19.9995,161,"2012-11"
"2012-11-08 23:00:00",4,0,1,1,13.94,15.15,46,23.9994,87,"2012-11"
"2012-11-09 00:00:00",4,0,1,1,13.94,15.15,49,22.0028,55,"2012-11"
"2012-11-09 01:00:00",4,0,1,1,13.12,15.15,53,19.0012,20,"2012-11"
"2012-11-09 02:00:00",4,0,1,1,13.12,15.15,53,16.9979,12,"2012-11"
"2012-11-09 03:00:00",4,0,1,1,13.12,14.395,53,27.9993,9,"2012-11"
"2012-11-09 04:00:00",4,0,1,1,13.12,14.395,53,23.9994,14,"2012-11"
"2012-11-09 05:00:00",4,0,1,1,12.3,14.395,56,12.998,27,"2012-11"
"2012-11-09 06:00:00",4,0,1,1,10.66,13.635,65,7.0015,131,"2012-11"
"2012-11-09 07:00:00",4,0,1,1,10.66,13.635,65,8.9981,341,"2012-11"
"2012-11-09 08:00:00",4,0,1,1,13.12,15.91,57,11.0014,693,"2012-11"
"2012-11-09 09:00:00",4,0,1,1,13.94,15.15,53,27.9993,327,"2012-11"
"2012-11-09 10:00:00",4,0,1,1,14.76,16.665,50,22.0028,197,"2012-11"
"2012-11-09 11:00:00",4,0,1,1,16.4,20.455,47,19.9995,251,"2012-11"
"2012-11-09 12:00:00",4,0,1,1,18.04,21.97,41,22.0028,262,"2012-11"
"2012-11-09 13:00:00",4,0,1,1,18.86,22.725,38,19.9995,299,"2012-11"
"2012-11-09 14:00:00",4,0,1,1,18.86,22.725,38,12.998,274,"2012-11"
"2012-11-09 15:00:00",4,0,1,1,18.86,22.725,36,15.0013,356,"2012-11"
"2012-11-09 16:00:00",4,0,1,1,18.86,22.725,38,11.0014,434,"2012-11"
"2012-11-09 17:00:00",4,0,1,1,17.22,21.21,44,8.9981,654,"2012-11"
"2012-11-09 18:00:00",4,0,1,1,17.22,21.21,44,7.0015,496,"2012-11"
"2012-11-09 19:00:00",4,0,1,1,13.94,17.425,71,6.0032,361,"2012-11"
"2012-11-09 20:00:00",4,0,1,1,14.76,17.425,66,8.9981,255,"2012-11"
"2012-11-09 21:00:00",4,0,1,1,13.94,18.18,76,0,199,"2012-11"
"2012-11-09 22:00:00",4,0,1,1,13.94,17.425,71,7.0015,163,"2012-11"
"2012-11-09 23:00:00",4,0,1,1,13.12,16.665,81,6.0032,162,"2012-11"
"2012-11-10 00:00:00",4,0,0,1,13.12,16.665,76,6.0032,122,"2012-11"
"2012-11-10 01:00:00",4,0,0,1,12.3,15.91,81,6.0032,76,"2012-11"
"2012-11-10 02:00:00",4,0,0,1,13.12,17.425,81,0,44,"2012-11"
"2012-11-10 03:00:00",4,0,0,1,12.3,16.665,81,0,20,"2012-11"
"2012-11-10 04:00:00",4,0,0,1,10.66,13.635,87,7.0015,6,"2012-11"
"2012-11-10 05:00:00",4,0,0,1,11.48,15.91,87,0,10,"2012-11"
"2012-11-10 06:00:00",4,0,0,1,9.84,12.88,93,6.0032,16,"2012-11"
"2012-11-10 07:00:00",4,0,0,1,10.66,13.635,87,7.0015,71,"2012-11"
"2012-11-10 08:00:00",4,0,0,1,13.12,17.425,76,0,146,"2012-11"
"2012-11-10 09:00:00",4,0,0,1,14.76,17.425,66,12.998,259,"2012-11"
"2012-11-10 10:00:00",4,0,0,1,16.4,20.455,58,0,350,"2012-11"
"2012-11-10 11:00:00",4,0,0,1,16.4,20.455,58,7.0015,466,"2012-11"
"2012-11-10 12:00:00",4,0,0,1,19.68,23.485,48,0,606,"2012-11"
"2012-11-10 13:00:00",4,0,0,1,21.32,25,39,0,651,"2012-11"
"2012-11-10 14:00:00",4,0,0,1,22.14,25.76,37,0,627,"2012-11"
"2012-11-10 15:00:00",4,0,0,1,21.32,25,45,0,567,"2012-11"
"2012-11-10 16:00:00",4,0,0,1,22.14,25.76,37,0,605,"2012-11"
"2012-11-10 17:00:00",4,0,0,1,20.5,24.24,45,12.998,501,"2012-11"
"2012-11-10 18:00:00",4,0,0,1,18.04,21.97,54,8.9981,359,"2012-11"
"2012-11-10 19:00:00",4,0,0,1,18.86,22.725,51,6.0032,283,"2012-11"
"2012-11-10 20:00:00",4,0,0,1,18.04,21.97,54,0,192,"2012-11"
